system:index,landcover,.geo
325,105,"{""type"":""Point"",""coordinates"":[-70.15142877444151,43.79898174779506]}"
326,105,"{""type"":""Point"",""coordinates"":[-70.153317049588,43.80040658616603]}"
327,105,"{""type"":""Point"",""coordinates"":[-70.15473325594786,43.80288448500922]}"
328,105,"{""type"":""Point"",""coordinates"":[-70.15202958926085,43.80839744120945]}"
329,105,"{""type"":""Point"",""coordinates"":[-70.15396077975157,43.791423341349955]}"
330,105,"{""type"":""Point"",""coordinates"":[-70.15722234591368,43.79012220773157]}"
331,105,"{""type"":""Point"",""coordinates"":[-70.16237218722227,43.79049396308437]}"
332,105,"{""type"":""Point"",""coordinates"":[-70.16365964754942,43.79241466223727]}"
333,105,"{""type"":""Point"",""coordinates"":[-70.16511876925352,43.79334401063536]}"
334,105,"{""type"":""Point"",""coordinates"":[-70.16700704440001,43.79278640333075]}"
335,105,"{""type"":""Point"",""coordinates"":[-70.16863782748106,43.79408747894833]}"
336,105,"{""type"":""Point"",""coordinates"":[-70.17104108675841,43.794892892516444]}"
337,105,"{""type"":""Point"",""coordinates"":[-70.17292936190489,43.79699930745052]}"
338,105,"{""type"":""Point"",""coordinates"":[-70.14640767916563,43.79957027211066]}"
339,105,"{""type"":""Point"",""coordinates"":[-70.14550645693663,43.79783565749181]}"
340,105,"{""type"":""Point"",""coordinates"":[-70.141429499234,43.79659661621853]}"
341,105,"{""type"":""Point"",""coordinates"":[-70.13902623995665,43.7945831193518]}"
342,105,"{""type"":""Point"",""coordinates"":[-70.13748128756407,43.79721614006675]}"
343,105,"{""type"":""Point"",""coordinates"":[-70.13816793307188,43.799941968691584]}"
344,105,"{""type"":""Point"",""coordinates"":[-70.13816793307188,43.80133581027575]}"
345,105,"{""type"":""Point"",""coordinates"":[-70.1373954568756,43.80204820563918]}"
346,105,"{""type"":""Point"",""coordinates"":[-70.13743837221983,43.80334907960098]}"
347,105,"{""type"":""Point"",""coordinates"":[-70.13623674258116,43.804433119597526]}"
348,105,"{""type"":""Point"",""coordinates"":[-70.152415827359,43.810967915391174]}"
349,105,"{""type"":""Point"",""coordinates"":[-70.15773733004454,43.81678978519195]}"
350,105,"{""type"":""Point"",""coordinates"":[-70.15868146761778,43.818833498499544]}"
351,105,"{""type"":""Point"",""coordinates"":[-70.1597114358795,43.82031979151465]}"
352,105,"{""type"":""Point"",""coordinates"":[-70.11645276888731,43.8176568236231]}"
353,105,"{""type"":""Point"",""coordinates"":[-70.11568029269102,43.817285237265644]}"
354,105,"{""type"":""Point"",""coordinates"":[-70.11877019747618,43.81456019998741]}"
355,105,"{""type"":""Point"",""coordinates"":[-70.12108762606505,43.814498265876736]}"
356,105,"{""type"":""Point"",""coordinates"":[-70.11387784823302,43.80935751077446]}"
357,105,"{""type"":""Point"",""coordinates"":[-70.11533696993712,43.8053313092642]}"
358,105,"{""type"":""Point"",""coordinates"":[-70.11756856783751,43.806012685519946]}"
359,105,"{""type"":""Point"",""coordinates"":[-70.26278651064717,43.67133217658883]}"
360,105,"{""type"":""Point"",""coordinates"":[-70.2641598016628,43.673442942096784]}"
361,105,"{""type"":""Point"",""coordinates"":[-70.26501810854757,43.675181163831425]}"
362,105,"{""type"":""Point"",""coordinates"":[-70.26484644717061,43.67257381234893]}"
363,105,"{""type"":""Point"",""coordinates"":[-70.27016794985616,43.67480869198393]}"
364,105,"{""type"":""Point"",""coordinates"":[-70.2699962884792,43.67443621782453]}"
365,105,"{""type"":""Point"",""coordinates"":[-70.26948130434835,43.67294629806785]}"
366,105,"{""type"":""Point"",""coordinates"":[-70.27445948427999,43.6730704594604]}"
367,105,"{""type"":""Point"",""coordinates"":[-70.26948130434835,43.66810380339425]}"
368,105,"{""type"":""Point"",""coordinates"":[-70.26896632021749,43.66773128762079]}"
369,105,"{""type"":""Point"",""coordinates"":[-70.26948130434835,43.66797963172665]}"
370,105,"{""type"":""Point"",""coordinates"":[-70.26948130434835,43.66760711518255]}"
371,105,"{""type"":""Point"",""coordinates"":[-70.26467478579366,43.66661372642907]}"
372,105,"{""type"":""Point"",""coordinates"":[-70.26361906912939,43.6724517494136]}"
373,105,"{""type"":""Point"",""coordinates"":[-70.26400530722754,43.67238966810938]}"
374,105,"{""type"":""Point"",""coordinates"":[-70.2637478151621,43.67226550530837]}"
375,105,"{""type"":""Point"",""coordinates"":[-70.26400530722754,43.672141342250455]}"
376,105,"{""type"":""Point"",""coordinates"":[-70.2632757463755,43.671893015364]}"
377,105,"{""type"":""Point"",""coordinates"":[-70.26331866171972,43.67170676952486]}"
378,105,"{""type"":""Point"",""coordinates"":[-70.26220286276953,43.670558240745194]}"
379,105,"{""type"":""Point"",""coordinates"":[-70.26220286276953,43.67034094904417]}"
380,105,"{""type"":""Point"",""coordinates"":[-70.26177370932714,43.67012365655647]}"
381,105,"{""type"":""Point"",""coordinates"":[-70.2617307939829,43.669999489067436]}"
382,105,"{""type"":""Point"",""coordinates"":[-70.26220286276953,43.67645585787803]}"
383,105,"{""type"":""Point"",""coordinates"":[-70.26271784690039,43.67651793497583]}"
384,105,"{""type"":""Point"",""coordinates"":[-70.26370489981787,43.67599027759747]}"
385,105,"{""type"":""Point"",""coordinates"":[-70.26379073050634,43.67564884976257]}"
386,105,"{""type"":""Point"",""coordinates"":[-70.2637478151621,43.67546261557927]}"
387,105,"{""type"":""Point"",""coordinates"":[-70.26816809561865,43.67754219781787]}"
388,105,"{""type"":""Point"",""coordinates"":[-70.27404749777929,43.67322776029744]}"
389,105,"{""type"":""Point"",""coordinates"":[-70.27481997397558,43.67313463952118]}"
390,105,"{""type"":""Point"",""coordinates"":[-70.27486288931982,43.66990636328208]}"
391,105,"{""type"":""Point"",""coordinates"":[-70.27112925437109,43.671893015364]}"
392,105,"{""type"":""Point"",""coordinates"":[-70.27108633902685,43.67198613806684]}"
393,105,"{""type"":""Point"",""coordinates"":[-70.27104342368261,43.67176885153546]}"
394,105,"{""type"":""Point"",""coordinates"":[-70.27297461417334,43.67291735714801]}"
395,105,"{""type"":""Point"",""coordinates"":[-70.2692409792246,43.672979437906335]}"
396,105,"{""type"":""Point"",""coordinates"":[-70.26782477286474,43.67378648192057]}"
397,105,"{""type"":""Point"",""coordinates"":[-70.26967013266699,43.67456247554539]}"
398,105,"{""type"":""Point"",""coordinates"":[-70.27005637076513,43.67434519834193]}"
399,105,"{""type"":""Point"",""coordinates"":[-70.26730978873388,43.66885092761627]}"
400,105,"{""type"":""Point"",""coordinates"":[-70.2668806352915,43.666212257254934]}"
401,105,"{""type"":""Point"",""coordinates"":[-70.2718158998789,43.669409689986516]}"
402,105,"{""type"":""Point"",""coordinates"":[-70.26881182578222,43.670309907308365]}"
403,105,"{""type"":""Point"",""coordinates"":[-70.26692355063574,43.66996844715503]}"
404,105,"{""type"":""Point"",""coordinates"":[-70.26619398978369,43.668633629734146]}"
405,105,"{""type"":""Point"",""coordinates"":[-70.2654215135874,43.667329825921186]}"
406,105,"{""type"":""Point"",""coordinates"":[-70.26499236014502,43.6667710441889]}"
407,105,"{""type"":""Point"",""coordinates"":[-70.25889838126318,43.677169740625494]}"
408,105,"{""type"":""Point"",""coordinates"":[-70.26353323844091,43.67813191697758]}"
409,105,"{""type"":""Point"",""coordinates"":[-70.26452820648797,43.67407565069584]}"
410,105,"{""type"":""Point"",""coordinates"":[-70.26486729068932,43.67410835104827]}"
411,105,"{""type"":""Point"",""coordinates"":[-70.26417376392669,43.672491988179445]}"
412,105,"{""type"":""Point"",""coordinates"":[-70.26410939091035,43.6723678255901]}"
413,105,"{""type"":""Point"",""coordinates"":[-70.26402356022186,43.673531839780765]}"
414,105,"{""type"":""Point"",""coordinates"":[-70.26404501789398,43.67376463990964]}"
415,105,"{""type"":""Point"",""coordinates"":[-70.26445271366424,43.67378015988613]}"
416,105,"{""type"":""Point"",""coordinates"":[-70.26447417133636,43.67399743913543]}"
417,105,"{""type"":""Point"",""coordinates"":[-70.26468874805755,43.67399743913542]}"
418,105,"{""type"":""Point"",""coordinates"":[-70.26443125599214,43.673749119929155]}"
419,105,"{""type"":""Point"",""coordinates"":[-70.25461879844221,43.58688986142887]}"
420,105,"{""type"":""Point"",""coordinates"":[-70.25504795188459,43.585957308532734]}"
421,105,"{""type"":""Point"",""coordinates"":[-70.25496212119612,43.58707637027443]}"
422,105,"{""type"":""Point"",""coordinates"":[-70.25479045981916,43.58645467187524]}"
423,105,"{""type"":""Point"",""coordinates"":[-70.25324550742658,43.58639250168215]}"
424,105,"{""type"":""Point"",""coordinates"":[-70.2539321529344,43.586205990717666]}"
425,105,"{""type"":""Point"",""coordinates"":[-70.25290218467268,43.58601947917529]}"
426,105,"{""type"":""Point"",""coordinates"":[-70.25376049155744,43.586330331424875]}"
427,105,"{""type"":""Point"",""coordinates"":[-70.25032726401838,43.58670335200542]}"
428,105,"{""type"":""Point"",""coordinates"":[-70.25109974021467,43.5871385397612]}"
429,105,"{""type"":""Point"",""coordinates"":[-70.25204387778791,43.58533559857573]}"
430,105,"{""type"":""Point"",""coordinates"":[-70.25273052329572,43.584403021600814]}"
431,105,"{""type"":""Point"",""coordinates"":[-70.25358883018049,43.586392501682155]}"
432,105,"{""type"":""Point"",""coordinates"":[-70.2542754756883,43.585770796219855]}"
433,105,"{""type"":""Point"",""coordinates"":[-70.25418964499983,43.585211255813796]}"
434,105,"{""type"":""Point"",""coordinates"":[-70.25410381431135,43.58465171020674]}"
435,105,"{""type"":""Point"",""coordinates"":[-70.25195804709944,43.583967814068366]}"
436,105,"{""type"":""Point"",""coordinates"":[-70.25041309470686,43.58514908433652]}"
437,105,"{""type"":""Point"",""coordinates"":[-70.25092807883772,43.586019479175285]}"
438,105,"{""type"":""Point"",""coordinates"":[-70.25607792014631,43.58738721706616]}"
439,105,"{""type"":""Point"",""coordinates"":[-70.25616375083479,43.58726287854208]}"
440,105,"{""type"":""Point"",""coordinates"":[-70.26897786562563,43.67774450822772]}"
441,105,"{""type"":""Point"",""coordinates"":[-70.27341960375429,43.676425383046734]}"
442,105,"{""type"":""Point"",""coordinates"":[-70.27348397677065,43.67606843830681]}"
443,105,"{""type"":""Point"",""coordinates"":[-70.27339814608217,43.675820127670235]}"
444,105,"{""type"":""Point"",""coordinates"":[-70.27193902437807,43.6758822054257]}"
445,105,"{""type"":""Point"",""coordinates"":[-70.27307628100039,43.67505966995384]}"
446,105,"{""type"":""Point"",""coordinates"":[-70.26224015658022,43.67599084134326]}"
447,105,"{""type"":""Point"",""coordinates"":[-70.26520131533266,43.674609598602565]}"
448,105,"{""type"":""Point"",""coordinates"":[-70.26556609575869,43.67426816291197]}"
449,105,"{""type"":""Point"",""coordinates"":[-70.26588796084047,43.67327488440266]}"
450,105,"{""type"":""Point"",""coordinates"":[-70.26449321215273,43.672995521859804]}"
451,105,"{""type"":""Point"",""coordinates"":[-70.26174663012148,43.671148592330844]}"
452,105,"{""type"":""Point"",""coordinates"":[-70.26247619097353,43.67004661570757]}"
453,105,"{""type"":""Point"",""coordinates"":[-70.27035115664125,43.6715366074522]}"
454,105,"{""type"":""Point"",""coordinates"":[-70.27372001116396,43.67401984482591]}"
455,105,"{""type"":""Point"",""coordinates"":[-70.27372001116396,43.67287136031219]}"
456,105,"{""type"":""Point"",""coordinates"":[-70.2681624740851,43.671102030347726]}"
457,105,"{""type"":""Point"",""coordinates"":[-70.26960013811708,43.67046567962447]}"
458,105,"{""type"":""Point"",""coordinates"":[-70.26880620424868,43.66911535208301]}"
459,105,"{""type"":""Point"",""coordinates"":[-70.26466487352968,43.667113086361475]}"
460,105,"{""type"":""Point"",""coordinates"":[-70.26953576510073,43.66756321393268]}"
461,105,"{""type"":""Point"",""coordinates"":[-70.27260421221376,43.66914639443663]}"
462,105,"{""type"":""Point"",""coordinates"":[-70.27361272280336,43.66875836386256]}"
463,105,"{""type"":""Point"",""coordinates"":[-70.27363418047548,43.66892909762419]}"
464,105,"{""type"":""Point"",""coordinates"":[-70.27372001116396,43.66916191560741]}"
465,105,"{""type"":""Point"",""coordinates"":[-70.27404187624575,43.66989140610687]}"
466,105,"{""type"":""Point"",""coordinates"":[-70.27402041857363,43.670108699435424]}"
467,105,"{""type"":""Point"",""coordinates"":[-70.27251838152529,43.67018630400494]}"
468,105,"{""type"":""Point"",""coordinates"":[-70.14714903564453,43.60125828866311]}"
469,105,"{""type"":""Point"",""coordinates"":[-70.1468915435791,43.5988963572602]}"
470,105,"{""type"":""Point"",""coordinates"":[-70.14684862823486,43.59858556990971]}"
471,105,"{""type"":""Point"",""coordinates"":[-70.14684862823486,43.598368017809214]}"
472,105,"{""type"":""Point"",""coordinates"":[-70.15362925262451,43.59718700696708]}"
473,105,"{""type"":""Point"",""coordinates"":[-70.1538438293457,43.59724916601034]}"
474,105,"{""type"":""Point"",""coordinates"":[-70.15397257537842,43.59731132498939]}"
475,105,"{""type"":""Point"",""coordinates"":[-70.15513128967285,43.59724916601034]}"
476,105,"{""type"":""Point"",""coordinates"":[-70.15547461242676,43.596969449809926]}"
477,105,"{""type"":""Point"",""coordinates"":[-70.15568918914795,43.59687621078749]}"
478,105,"{""type"":""Point"",""coordinates"":[-70.15534586639404,43.59581949176948]}"
479,105,"{""type"":""Point"",""coordinates"":[-70.1538438293457,43.594700592582676]}"
480,105,"{""type"":""Point"",""coordinates"":[-70.15242762298584,43.59746672215615]}"
481,105,"{""type"":""Point"",""coordinates"":[-70.15740580291748,43.599269299961826]}"
482,105,"{""type"":""Point"",""coordinates"":[-70.15766329498291,43.599362535276036]}"
483,105,"{""type"":""Point"",""coordinates"":[-70.15796370239258,43.599300378415954]}"
484,105,"{""type"":""Point"",""coordinates"":[-70.15873617858887,43.59902067175094]}"
485,105,"{""type"":""Point"",""coordinates"":[-70.15890783996582,43.59902067175094]}"
486,105,"{""type"":""Point"",""coordinates"":[-70.15907950134277,43.59898959315232]}"
487,105,"{""type"":""Point"",""coordinates"":[-70.14929480285645,43.590255870917574]}"
488,105,"{""type"":""Point"",""coordinates"":[-70.1494664642334,43.59044236933334]}"
489,105,"{""type"":""Point"",""coordinates"":[-70.32795506154423,43.54333062503578]}"
490,105,"{""type"":""Point"",""coordinates"":[-70.32855587636357,43.543952768649824]}"
491,105,"{""type"":""Point"",""coordinates"":[-70.32821255360966,43.54432605173642]}"
492,105,"{""type"":""Point"",""coordinates"":[-70.3280408922327,43.545259249340496]}"
493,105,"{""type"":""Point"",""coordinates"":[-70.34366207753544,43.55527466062216]}"
494,105,"{""type"":""Point"",""coordinates"":[-70.35576420461064,43.55869569302798]}"
495,105,"{""type"":""Point"",""coordinates"":[-70.31173306142216,43.57175603018805]}"
496,105,"{""type"":""Point"",""coordinates"":[-70.36194401418095,43.55981526144953]}"
497,105,"{""type"":""Point"",""coordinates"":[-70.09788222045898,43.58481607955798]}"
498,105,"{""type"":""Point"",""coordinates"":[-70.09401983947754,43.58748940988786]}"
499,105,"{""type"":""Point"",""coordinates"":[-70.09444899291992,43.587302902322115]}"
500,105,"{""type"":""Point"",""coordinates"":[-70.09479231567383,43.586805545988184]}"
501,105,"{""type"":""Point"",""coordinates"":[-70.0919599029541,43.590597784238355]}"
502,105,"{""type"":""Point"",""coordinates"":[-70.1223439666748,43.57710627610422]}"
503,105,"{""type"":""Point"",""coordinates"":[-70.12225813598633,43.57716845588742]}"
504,105,"{""type"":""Point"",""coordinates"":[-70.1223439666748,43.57704409625684]}"
505,105,"{""type"":""Point"",""coordinates"":[-70.12225813598633,43.57698191634521]}"
506,105,"{""type"":""Point"",""coordinates"":[-70.09616560668945,43.58624601520043]}"
507,105,"{""type"":""Point"",""coordinates"":[-70.09676642150879,43.585872991785834]}"
508,105,"{""type"":""Point"",""coordinates"":[-70.09573645324707,43.58456739163109]}"
509,105,"{""type"":""Point"",""coordinates"":[-70.09616560668945,43.584629563709136]}"
510,105,"{""type"":""Point"",""coordinates"":[-70.09590811462402,43.58444304728238]}"
511,105,"{""type"":""Point"",""coordinates"":[-70.0919599029541,43.590473452346444]}"
512,105,"{""type"":""Point"",""coordinates"":[-70.09230322570801,43.59003828870212]}"
513,105,"{""type"":""Point"",""coordinates"":[-70.06921477050781,43.5978707529115]}"
514,105,"{""type"":""Point"",""coordinates"":[-70.06938643188477,43.5976842775154]}"
515,105,"{""type"":""Point"",""coordinates"":[-70.0696439239502,43.597435642754895]}"
516,105,"{""type"":""Point"",""coordinates"":[-70.06801314086914,43.59737348390428]}"
517,105,"{""type"":""Point"",""coordinates"":[-70.06827063293457,43.59731132498939]}"
518,105,"{""type"":""Point"",""coordinates"":[-70.06844229431152,43.59706268868788]}"
519,105,"{""type"":""Point"",""coordinates"":[-70.07264799804688,43.5960681332079]}"
520,105,"{""type"":""Point"",""coordinates"":[-70.07273382873535,43.5960681332079]}"
521,105,"{""type"":""Point"",""coordinates"":[-70.07273382873535,43.59557084930364]}"
522,105,"{""type"":""Point"",""coordinates"":[-70.06603903503418,43.600046256499084]}"
523,105,"{""type"":""Point"",""coordinates"":[-70.06646818847656,43.59992194412733]}"
524,105,"{""type"":""Point"",""coordinates"":[-70.06492323608398,43.604210572526654]}"
525,105,"{""type"":""Point"",""coordinates"":[-70.06475157470703,43.60396196473511]}"
526,105,"{""type"":""Point"",""coordinates"":[-70.06483740539551,43.60371335591619]}"
527,105,"{""type"":""Point"",""coordinates"":[-70.0641507598877,43.603091829374]}"
528,105,"{""type"":""Point"",""coordinates"":[-70.06397909851074,43.602905370159235]}"
529,105,"{""type"":""Point"",""coordinates"":[-70.06397909851074,43.602905370159235]}"
530,105,"{""type"":""Point"",""coordinates"":[-70.06518072814941,43.59874096378562]}"
531,105,"{""type"":""Point"",""coordinates"":[-70.05805678100586,43.57014173407414]}"
532,105,"{""type"":""Point"",""coordinates"":[-70.05840010375977,43.56983079823821]}"
533,105,"{""type"":""Point"",""coordinates"":[-70.05840010375977,43.56976861087845]}"
534,105,"{""type"":""Point"",""coordinates"":[-70.09702391357422,43.58357262964992]}"
535,105,"{""type"":""Point"",""coordinates"":[-70.09728140563965,43.5835104564803]}"
536,105,"{""type"":""Point"",""coordinates"":[-70.09762472839355,43.58319958966912]}"
537,105,"{""type"":""Point"",""coordinates"":[-70.09693808288574,43.5834482832465]}"
538,105,"{""type"":""Point"",""coordinates"":[-70.10131544799805,43.58593516251545]}"
539,105,"{""type"":""Point"",""coordinates"":[-70.10174460144043,43.58568647921166]}"
540,105,"{""type"":""Point"",""coordinates"":[-70.14740652770996,43.59706268868788]}"
541,105,"{""type"":""Point"",""coordinates"":[-70.15444464416504,43.58394566731916]}"
542,105,"{""type"":""Point"",""coordinates"":[-70.15470213623047,43.583696975796514]}"
543,105,"{""type"":""Point"",""coordinates"":[-70.15470213623047,43.58338610994846]}"
544,105,"{""type"":""Point"",""coordinates"":[-70.15779204101563,43.57940688531864]}"
545,105,"{""type"":""Point"",""coordinates"":[-70.15762037963867,43.57878510771273]}"
546,105,"{""type"":""Point"",""coordinates"":[-70.15719122619629,43.57903381952562]}"
547,105,"{""type"":""Point"",""coordinates"":[-70.15023894042969,43.572069500428604]}"
548,105,"{""type"":""Point"",""coordinates"":[-70.1498097869873,43.5725047939689]}"
549,105,"{""type"":""Point"",""coordinates"":[-70.14989561767578,43.5725047939689]}"
550,105,"{""type"":""Point"",""coordinates"":[-70.14972395629883,43.57244260937006]}"
551,105,"{""type"":""Point"",""coordinates"":[-70.09479231567383,43.579966479674084]}"
552,105,"{""type"":""Point"",""coordinates"":[-70.07084555358887,43.597995069521225]}"
553,105,"{""type"":""Point"",""coordinates"":[-70.07084555358887,43.597497801541344]}"
554,105,"{""type"":""Point"",""coordinates"":[-70.07084555358887,43.59712484785956]}"
555,105,"{""type"":""Point"",""coordinates"":[-70.05968756408693,43.56690792291811]}"
556,105,"{""type"":""Point"",""coordinates"":[-70.05985922546387,43.56678354209874]}"
